path,target
./data/figs_4/s1210_08.png,T
./data/figs_4/f1067_08.png,T
./data/figs_4/f1160_02.png,W
./data/figs_4/s1036_02.png,A
./data/figs_4/f1100_09.png,L
./data/figs_4/s1236_10.png,L
./data/figs_4/f1055_10.png,L
./data/figs_4/f1020_06.png,A
./data/figs_4/f1014_06.png,L
./data/figs_4/s1079_07.png,A
./data/figs_4/f1208_07.png,W
./data/figs_4/f1074_04.png,T
./data/figs_4/s1193_05.png,R
./data/figs_4/s1116_01.png,W
./data/figs_4/f1156_09.png,A
./data/figs_4/s1090_08.png,T
./data/figs_4/s1030_06.png,A
./data/figs_4/f1203_04.png,T
./data/figs_4/s1122_02.png,R
./data/figs_4/f1102_06.png,L
./data/figs_4/f1017_01.png,W
./data/figs_4/s1004_10.png,A
./data/figs_4/s1007_08.png,L
./data/figs_4/f1131_02.png,T
./data/figs_4/s1114_06.png,W
./data/figs_4/f1224_04.png,W
./data/figs_4/f1244_01.png,R
./data/figs_4/f1083_02.png,T
./data/figs_4/f1238_09.png,L
./data/figs_4/f1096_06.png,A
./data/figs_4/s1230_04.png,R
./data/figs_4/s1209_06.png,W
./data/figs_4/s1238_09.png,L
./data/figs_4/f1190_04.png,R
./data/figs_4/f1124_05.png,R
./data/figs_4/s1124_05.png,R
./data/figs_4/f1043_01.png,R
./data/figs_4/s1222_02.png,T
./data/figs_4/s1149_09.png,T
./data/figs_4/s1196_04.png,W
./data/figs_4/s1027_02.png,R
./data/figs_4/s1135_09.png,A
./data/figs_4/f1133_06.png,L
./data/figs_4/s1228_02.png,T
./data/figs_4/s1020_06.png,A
./data/figs_4/f1078_04.png,W
./data/figs_4/f1174_07.png,T
./data/figs_4/s1083_02.png,T
./data/figs_4/f1187_06.png,L
./data/figs_4/f1201_10.png,L
./data/figs_4/f1099_05.png,A
./data/figs_4/f1008_08.png,T
./data/figs_4/f1097_09.png,W
./data/figs_4/f1137_06.png,W
./data/figs_4/s1213_04.png,A
./data/figs_4/f1232_09.png,L
./data/figs_4/s1005_10.png,L
./data/figs_4/s1215_08.png,A
./data/figs_4/f1165_01.png,W
./data/figs_4/s1072_06.png,L
./data/figs_4/f1170_01.png,R
./data/figs_4/s1247_06.png,L
./data/figs_4/f1233_04.png,R
./data/figs_4/s1028_06.png,L
./data/figs_4/f1106_07.png,T
./data/figs_4/s1139_06.png,L
./data/figs_4/s1059_01.png,W
./data/figs_4/s1069_09.png,W
./data/figs_4/s1040_01.png,W
./data/figs_4/f1186_07.png,T
./data/figs_4/f1091_05.png,R
./data/figs_4/f1114_06.png,W
./data/figs_4/f1163_03.png,T
./data/figs_4/f1049_08.png,A
./data/figs_4/s1246_06.png,A
./data/figs_4/s1013_02.png,A
./data/figs_4/s1129_06.png,A
./data/figs_4/s1187_06.png,L
./data/figs_4/f1147_09.png,L
./data/figs_4/f1025_09.png,L
./data/figs_4/f1184_03.png,W
./data/figs_4/f1158_04.png,R
./data/figs_4/f1214_02.png,W
./data/figs_4/s1031_07.png,T
./data/figs_4/s1175_08.png,L
./data/figs_4/f1207_02.png,T
./data/figs_4/f1087_02.png,T
./data/figs_4/f1105_08.png,L
./data/figs_4/s1024_02.png,T
./data/figs_4/s1101_06.png,L
./data/figs_4/f1237_09.png,W
./data/figs_4/s1233_04.png,R
./data/figs_4/f1182_02.png,T
./data/figs_4/f1052_07.png,A
./data/figs_4/s1226_04.png,R
./data/figs_4/f1132_04.png,R
./data/figs_4/s1052_07.png,A
./data/figs_4/s1199_08.png,T
./data/figs_4/f1236_10.png,L
./data/figs_4/f1037_06.png,T
./data/figs_4/f1183_03.png,A
./data/figs_4/s1061_01.png,R
./data/figs_4/f1191_10.png,L
./data/figs_4/s1168_01.png,R
./data/figs_4/f1090_08.png,T
./data/figs_4/s1066_08.png,A
./data/figs_4/s1212_03.png,R
./data/figs_4/f1119_02.png,T
./data/figs_4/s1152_02.png,A
./data/figs_4/s1201_10.png,L
./data/figs_4/f1121_07.png,A
./data/figs_4/f1022_03.png,W
./data/figs_4/s1042_03.png,T
./data/figs_4/f1221_06.png,W
./data/figs_4/f1198_07.png,R
./data/figs_4/f1146_03.png,T
./data/figs_4/f1151_07.png,W
./data/figs_4/f1128_10.png,L
./data/figs_4/s1208_07.png,W
./data/figs_4/s1239_03.png,R
./data/figs_4/s1029_09.png,W
./data/figs_4/f1044_09.png,A
./data/figs_4/f1005_10.png,L
./data/figs_4/f1039_07.png,W
./data/figs_4/f1065_05.png,R
./data/figs_4/s1218_09.png,W
./data/figs_4/s1051_06.png,W
./data/figs_4/f1035_01.png,R
./data/figs_4/s1102_06.png,L
./data/figs_4/f1075_07.png,W
./data/figs_4/f1199_08.png,T
./data/figs_4/f1155_05.png,R
./data/figs_4/f1107_05.png,R
./data/figs_4/f1171_08.png,L
./data/figs_4/s1075_07.png,W
./data/figs_4/s1095_09.png,L
./data/figs_4/s1150_10.png,L
./data/figs_4/f1079_07.png,A
./data/figs_4/s1099_05.png,A
./data/figs_4/f1230_04.png,R
./data/figs_4/f1134_09.png,L
./data/figs_4/s1126_07.png,A
./data/figs_4/f1177_08.png,A
./data/figs_4/f1019_04.png,R
./data/figs_4/f1085_10.png,L
./data/figs_4/f1093_05.png,R
./data/figs_4/f1196_04.png,W
./data/figs_4/f1216_10.png,L
./data/figs_4/f1063_09.png,L
./data/figs_4/s1077_10.png,L
./data/figs_4/s1153_01.png,R
./data/figs_4/f1228_02.png,T
./data/figs_4/f1239_03.png,R
./data/figs_4/s1130_09.png,L
./data/figs_4/s1035_01.png,R
./data/figs_4/f1033_05.png,R
./data/figs_4/f1013_02.png,A
./data/figs_4/f1112_04.png,W
./data/figs_4/s1128_10.png,L
./data/figs_4/s1120_02.png,A
./data/figs_4/s1159_10.png,A
./data/figs_4/s1125_01.png,R
./data/figs_4/s1165_01.png,W
./data/figs_4/f1211_10.png,L
./data/figs_4/s1191_10.png,L
./data/figs_4/f1192_05.png,W
./data/figs_4/s1119_02.png,T
./data/figs_4/s1157_01.png,R
./data/figs_4/f1200_01.png,R
./data/figs_4/s1219_03.png,W
./data/figs_4/f1194_10.png,A
./data/figs_4/s1186_07.png,T
./data/figs_4/s1098_02.png,T
./data/figs_4/s1198_07.png,R
./data/figs_4/s1006_03.png,A
./data/figs_4/f1227_01.png,A
./data/figs_4/f1003_04.png,T
./data/figs_4/s1177_08.png,A
./data/figs_4/s1240_03.png,T
./data/figs_4/s1067_08.png,T
./data/figs_4/f1103_10.png,L
./data/figs_4/f1016_01.png,R
./data/figs_4/s1243_07.png,A
./data/figs_4/f1062_09.png,A
./data/figs_4/s1204_06.png,L
./data/figs_4/s1217_05.png,W
./data/figs_4/s1019_04.png,R
./data/figs_4/f1029_09.png,W
./data/figs_4/f1215_08.png,A
./data/figs_4/f1024_02.png,T
./data/figs_4/f1046_09.png,L
./data/figs_4/f1056_05.png,R
./data/figs_4/s1181_10.png,T
./data/figs_4/s1109_04.png,R
./data/figs_4/s1073_06.png,L
./data/figs_4/s1192_05.png,W
./data/figs_4/f1250_07.png,A
./data/figs_4/f1115_03.png,T
./data/figs_4/s1173_08.png,T
./data/figs_4/s1237_09.png,W
./data/figs_4/f1109_04.png,R
./data/figs_4/s1082_08.png,T
./data/figs_4/s1091_05.png,R
./data/figs_4/f1070_07.png,T
./data/figs_4/s1174_07.png,T
./data/figs_4/f1204_06.png,L
./data/figs_4/s1185_03.png,T
./data/figs_4/f1038_02.png,A
./data/figs_4/s1166_10.png,L
./data/figs_4/s1047_01.png,W
./data/figs_4/s1220_02.png,T
./data/figs_4/s1039_07.png,W
./data/figs_4/f1143_03.png,T
./data/figs_4/f1193_05.png,R
./data/figs_4/s1107_05.png,R
./data/figs_4/f1240_03.png,T
./data/figs_4/f1135_09.png,A
./data/figs_4/f1167_07.png,A
./data/figs_4/s1064_06.png,W
./data/figs_4/f1061_01.png,R
./data/figs_4/s1195_01.png,R
./data/figs_4/f1054_01.png,W
./data/figs_4/f1138_10.png,A
./data/figs_2/f0585_04.png,W
./data/figs_2/s0724_04.png,R
./data/figs_2/f0729_04.png,A
./data/figs_2/s0732_02.png,R
./data/figs_2/f0615_01.png,R
./data/figs_2/f0621_01.png,R
./data/figs_2/s0504_05.png,R
./data/figs_2/s0719_10.png,L
./data/figs_2/s0522_09.png,L
./data/figs_2/s0660_02.png,T
./data/figs_2/f0559_09.png,L
./data/figs_2/s0701_05.png,R
./data/figs_2/s0590_08.png,L
./data/figs_2/s0712_02.png,A
./data/figs_2/f0580_02.png,T
./data/figs_2/f0540_08.png,R
./data/figs_2/f0647_01.png,R
./data/figs_2/s0681_08.png,A
./data/figs_2/f0675_01.png,R
./data/figs_2/s0584_10.png,W
./data/figs_2/f0573_07.png,T
./data/figs_2/f0506_10.png,L
./data/figs_2/f0513_07.png,T
./data/figs_2/f0725_09.png,L
./data/figs_2/s0742_07.png,T
./data/figs_2/f0546_03.png,R
./data/figs_2/f0744_08.png,T
./data/figs_2/f0696_07.png,T
./data/figs_2/s0637_08.png,A
./data/figs_2/f0691_04.png,R
./data/figs_2/s0547_05.png,R
./data/figs_2/f0724_04.png,R
./data/figs_2/f0668_02.png,T
./data/figs_2/f0505_01.png,R
./data/figs_2/s0687_01.png,R
./data/figs_2/s0528_03.png,R
./data/figs_2/s0516_02.png,T
./data/figs_2/f0623_09.png,L
./data/figs_2/f0619_03.png,W
./data/figs_2/s0626_07.png,R
./data/figs_2/f0750_10.png,L
./data/figs_2/f0539_02.png,T
./data/figs_2/f0690_07.png,L
./data/figs_2/s0588_04.png,W
./data/figs_2/f0591_06.png,A
./data/figs_2/s0629_05.png,R
./data/figs_2/s0733_08.png,T
./data/figs_2/f0606_01.png,W
./data/figs_2/f0569_09.png,A
./data/figs_2/f0666_05.png,R
./data/figs_2/f0602_07.png,L
./data/figs_2/f0721_03.png,T
./data/figs_2/f0598_08.png,T
./data/figs_2/s0566_09.png,L
./data/figs_2/f0510_07.png,T
./data/figs_2/f0533_04.png,W
./data/figs_2/f0516_02.png,T
./data/figs_2/f0662_06.png,W
./data/figs_2/s0696_07.png,T
./data/figs_2/s0672_10.png,A
./data/figs_2/f0713_03.png,R
./data/figs_2/f0527_09.png,A
./data/figs_2/f0747_04.png,A
./data/figs_2/f0553_01.png,A
./data/figs_2/f0703_02.png,T
./data/figs_2/s0661_07.png,A
./data/figs_2/s0515_07.png,T
./data/figs_2/s0735_01.png,A
./data/figs_2/f0680_04.png,W
./data/figs_2/f0550_02.png,T
./data/figs_2/f0605_03.png,A
./data/figs_2/f0654_07.png,T
./data/figs_2/s0506_10.png,L
./data/figs_2/f0600_04.png,W
./data/figs_2/f0727_07.png,T
./data/figs_2/s0633_10.png,L
./data/figs_2/f0543_07.png,W
./data/figs_2/f0630_05.png,R
./data/figs_2/s0718_06.png,L
./data/figs_2/s0705_03.png,T
./data/figs_2/s0572_06.png,W
./data/figs_2/s0614_07.png,T
./data/figs_2/s0560_08.png,T
./data/figs_2/f0620_09.png,L
./data/figs_2/s0694_09.png,T
./data/figs_2/f0715_07.png,A
./data/figs_2/f0557_04.png,A
./data/figs_2/f0622_06.png,W
./data/figs_2/f0523_06.png,L
./data/figs_2/f0684_02.png,T
./data/figs_2/f0645_08.png,L
./data/figs_2/s0523_06.png,L
./data/figs_2/f0610_04.png,T
./data/figs_2/f0563_04.png,W
./data/figs_2/f0514_10.png,L
./data/figs_2/s0745_03.png,A
./data/figs_2/s0693_03.png,T
./data/figs_2/s0619_03.png,W
./data/figs_2/f0582_10.png,W
./data/figs_2/s0708_03.png,T
./data/figs_2/s0622_06.png,W
./data/figs_2/f0716_08.png,L
./data/figs_2/s0667_02.png,R
./data/figs_2/s0678_05.png,R
./data/figs_2/f0740_05.png,R
./data/figs_2/s0534_08.png,L
./data/figs_2/s0567_06.png,A
./data/figs_2/s0605_03.png,A
./data/figs_2/f0650_01.png,W
./data/figs_2/s0715_07.png,A
./data/figs_2/s0586_02.png,A
./data/figs_2/s0524_03.png,R
./data/figs_2/s0613_05.png,A
./data/figs_2/s0581_04.png,T
./data/figs_2/s0543_07.png,W
./data/figs_2/f0731_02.png,T
./data/figs_2/f0509_07.png,L
./data/figs_2/s0714_07.png,W
./data/figs_2/f0522_09.png,L
./data/figs_2/f0617_01.png,T
./data/figs_2/f0512_03.png,W
./data/figs_2/s0748_10.png,W
./data/figs_2/f0542_07.png,A
./data/figs_2/f0631_04.png,W
./data/figs_2/f0640_05.png,R
./data/figs_2/s0542_07.png,A
./data/figs_2/s0685_07.png,L
./data/figs_2/f0583_02.png,R
./data/figs_2/s0641_05.png,R
./data/figs_2/s0553_01.png,A
./data/figs_2/f0577_06.png,A
./data/figs_2/f0541_08.png,A
./data/figs_2/s0579_02.png,A
./data/figs_2/f0518_07.png,L
./data/figs_2/f0742_07.png,T
./data/figs_2/s0750_10.png,L
./data/figs_2/f0670_02.png,T
./data/figs_2/f0526_10.png,L
./data/figs_2/s0612_04.png,W
./data/figs_2/f0705_03.png,T
./data/figs_2/s0726_06.png,A
./data/figs_2/f0694_09.png,T
./data/figs_2/f0524_03.png,R
./data/figs_2/f0745_03.png,A
./data/figs_2/f0603_02.png,R
./data/figs_2/f0737_07.png,W
./data/figs_2/s0509_07.png,L
./data/figs_2/f0503_06.png,A
./data/figs_2/s0597_10.png,L
./data/figs_2/s0643_02.png,W
./data/figs_2/f0565_02.png,W
./data/figs_2/f0571_02.png,T
./data/figs_2/s0620_09.png,L
./data/figs_2/f0660_02.png,T
./data/figs_2/s0530_09.png,L
./data/figs_2/s0709_07.png,L
./data/figs_2/s0695_05.png,A
./data/figs_2/s0565_02.png,W
./data/figs_2/f0629_05.png,R
./data/figs_2/f0685_07.png,L
./data/figs_2/f0562_08.png,W
./data/figs_2/s0727_07.png,T
./data/figs_2/f0643_02.png,W
./data/figs_2/f0632_07.png,R
./data/figs_2/f0638_05.png,R
./data/figs_2/s0670_02.png,T
./data/figs_2/f0653_07.png,T
./data/figs_2/s0669_01.png,R
./data/figs_2/f0612_04.png,W
./data/figs_2/f0624_03.png,T
./data/figs_2/s0676_02.png,T
./data/figs_2/s0653_07.png,T
./data/figs_2/s0595_08.png,T
./data/figs_2/f0601_06.png,A
./data/figs_2/f0627_04.png,R
./data/figs_2/s0575_04.png,W
./data/figs_2/s0699_10.png,L
./data/figs_2/s0690_07.png,L
./data/figs_2/f0641_05.png,R
./data/figs_2/f0704_05.png,R
./data/figs_2/f0633_10.png,L
./data/figs_2/f0616_08.png,T
./data/figs_2/s0538_07.png,A
./data/figs_2/s0655_01.png,R
./data/figs_2/f0695_05.png,A
./data/figs_2/f0594_09.png,W
./data/figs_2/f0714_07.png,W
./data/figs_2/s0646_09.png,L
./data/figs_2/s0555_07.png,A
./data/figs_2/f0507_05.png,R
./data/figs_2/s0642_02.png,A
./data/figs_2/f0651_06.png,L
./data/figs_2/s0541_08.png,A
./data/figs_2/s0517_10.png,A
./data/figs_2/f0592_10.png,A
./data/figs_2/f0692_02.png,T
./data/figs_2/s0640_05.png,R
./data/figs_2/s0513_07.png,T
./data/figs_2/f0554_02.png,R
./data/figs_2/f0686_10.png,L
./data/figs_2/f0720_02.png,L
./data/figs_2/f0515_07.png,T
./data/figs_2/s0606_01.png,W
./data/figs_2/f0584_10.png,W
./data/figs_2/f0511_10.png,L
./data/figs_2/s0734_10.png,L
./data/figs_2/f0530_09.png,L
./data/figs_2/f0551_08.png,T
./data/figs_2/f0599_07.png,A
./data/figs_2/s0598_08.png,T
./data/figs_2/f0663_04.png,A
./data/figs_2/s0508_05.png,R
./data/figs_2/f0657_06.png,W
./data/figs_2/s0594_09.png,W
./data/figs_2/f0667_02.png,R
./data/figs_2/f0728_09.png,T
./data/figs_2/f0566_09.png,L
./data/figs_2/s0558_01.png,A
./data/figs_2/f0589_04.png,R
./data/figs_2/s0554_02.png,R
./data/figs_2/s0691_04.png,R
./data/figs_2/f0636_02.png,T
./data/figs_2/s0722_04.png,R
./data/figs_2/f0733_08.png,T
./data/figs_2/s0674_04.png,T
./data/figs_2/s0559_09.png,L
./data/figs_2/f0709_07.png,L
./data/figs_2/s0716_08.png,L
./data/figs_2/s0682_08.png,W
./data/figs_2/f0649_10.png,L
./data/figs_2/f0587_02.png,T
./data/figs_2/f0568_07.png,T
./data/figs_2/f0700_06.png,A
./data/figs_2/f0665_07.png,W
./data/figs_2/s0540_08.png,R
./data/figs_2/s0721_03.png,T
./data/figs_2/s0654_07.png,T
./data/figs_2/f0552_07.png,A
./data/figs_2/f0748_10.png,W
./data/figs_2/f0579_02.png,A
./data/figs_2/f0575_04.png,W
./data/figs_2/s0728_09.png,T
./data/figs_2/s0503_06.png,A
./data/figs_2/s0616_08.png,T
./data/figs_2/s0686_10.png,L
./data/figs_2/f0593_07.png,T
./data/figs_2/f0611_01.png,W
./data/figs_2/f0525_02.png,W
./data/figs_2/f0707_04.png,W
./data/figs_2/f0656_06.png,L
./data/figs_2/f0572_06.png,W
./data/figs_2/s0510_07.png,T
./data/figs_2/s0644_02.png,W
./data/figs_2/s0507_05.png,R
./data/figs_2/f0699_10.png,L
./data/figs_2/s0512_03.png,W
./data/figs_2/s0651_06.png,L
./data/figs_2/s0638_05.png,R
./data/figs_2/s0573_07.png,T
./data/figs_2/s0697_07.png,T
./data/figs_2/s0505_01.png,R
./data/figs_2/f0739_05.png,T
./data/figs_2/s0652_05.png,R
./data/figs_2/f0531_02.png,T
./data/figs_2/s0683_04.png,W
./data/figs_2/s0585_04.png,W
./data/figs_2/f0588_04.png,W
./data/figs_2/s0723_01.png,R
./data/figs_2/f0564_05.png,R
./data/figs_2/s0580_02.png,T
./data/figs_2/s0684_02.png,T
./data/figs_2/s0587_02.png,T
./data/figs_2/s0526_10.png,L
./data/figs_2/s0702_08.png,T
./data/figs_2/s0615_01.png,R
./data/figs_2/f0723_01.png,R
./data/figs_2/f0706_04.png,R
./data/figs_2/f0560_08.png,T
./data/figs_2/s0563_04.png,W
./data/figs_2/f0672_10.png,A
./data/figs_2/f0711_08.png,A
./data/figs_2/f0730_05.png,A
./data/figs_2/s0743_07.png,T
./data/figs_2/s0630_05.png,R
./data/figs_2/s0539_02.png,T
./data/figs_2/s0707_04.png,W
./data/figs_2/f0743_07.png,T
./data/figs_2/f0555_07.png,A
./data/figs_2/f0625_02.png,T
./data/figs_2/f0734_10.png,L
./data/figs_2/f0532_02.png,A
./data/figs_2/f0508_05.png,R
./data/figs_2/s0533_04.png,W
./data/figs_2/s0628_04.png,W
./data/figs_2/s0561_08.png,T
./data/figs_2/s0737_07.png,W
./data/figs_2/s0535_08.png,L
./data/figs_2/s0747_04.png,A
./data/figs_2/s0746_10.png,T
./data/figs_2/f0678_05.png,R
./data/figs_2/f0719_10.png,L
./data/figs_2/f0576_08.png,L
./data/figs_2/f0604_01.png,A
./data/figs_2/s0625_02.png,T
./data/figs_2/s0582_10.png,W
./data/figs_2/f0674_04.png,T
./data/figs_2/s0601_06.png,A
./data/figs_2/f0708_03.png,T
./data/figs_2/f0607_04.png,R
./data/figs_2/f0710_07.png,L
./data/figs_2/s0537_09.png,T
./data/figs_2/s0710_07.png,L
./data/figs_2/s0529_06.png,L
./data/figs_2/f0659_10.png,T
./data/figs_2/s0609_01.png,A
./data/figs_2/s0635_10.png,T
./data/figs_2/s0666_05.png,R
./data/figs_2/s0550_02.png,T
./data/figs_2/f0669_01.png,R
./data/figs_2/f0608_01.png,R
./data/figs_2/s0665_07.png,W
./data/figs_2/f0652_05.png,R
./data/figs_2/f0536_02.png,W
./data/figs_2/s0518_07.png,L
./data/figs_2/s0668_02.png,T
./data/figs_2/f0528_03.png,R
./data/figs_2/s0618_09.png,L
./data/figs_2/f0534_08.png,L
./data/figs_2/s0741_03.png,T
./data/figs_2/s0599_07.png,A
./data/figs_2/f0732_02.png,R
./data/figs_2/f0618_09.png,L
./data/figs_2/s0713_03.png,R
./data/figs_2/s0739_05.png,T
./data/figs_2/s0636_02.png,T
./data/figs_2/f0661_07.png,A
./data/figs_2/f0596_04.png,R
./data/figs_2/s0624_03.png,T
./data/figs_2/s0648_07.png,T
./data/figs_2/s0551_08.png,T
./data/figs_2/f0586_02.png,A
./data/figs_2/s0611_01.png,W
./data/figs_2/s0679_03.png,A
./data/figs_2/s0663_04.png,A
./data/figs_2/s0602_07.png,L
./data/figs_2/f0581_04.png,T
./data/figs_2/s0730_05.png,A
./data/figs_2/s0703_02.png,T
./data/figs_2/s0574_09.png,T
./data/figs_2/s0632_07.png,R
./data/figs_2/f0712_02.png,A
./data/figs_2/f0529_06.png,L
./data/figs_2/s0545_02.png,W
./data/figs_2/s0650_01.png,W
./data/figs_2/s0531_02.png,T
./data/figs_2/f0639_07.png,A
./data/figs_2/s0591_06.png,A
./data/figs_2/s0675_01.png,R
./data/figs_2/f0517_10.png,A
./data/figs_2/f0547_05.png,R
./data/figs_2/f0749_06.png,L
./data/figs_2/f0689_03.png,R
./data/figs_2/f0718_06.png,L
./data/figs_2/f0738_09.png,W
./data/figs_2/s0511_10.png,L
./data/figs_2/f0519_06.png,W
./data/figs_2/s0519_06.png,W
./data/figs_2/f0501_06.png,W
./data/figs_2/f0717_10.png,L
./data/figs_2/s0649_10.png,L
./data/figs_2/s0569_09.png,A
./data/figs_2/s0532_02.png,A
./data/figs_2/s0704_05.png,R
./data/figs_2/f0698_08.png,T
./data/figs_2/s0706_04.png,R
./data/figs_2/f0520_09.png,W
./data/figs_2/s0717_10.png,L
./data/figs_2/s0617_01.png,T
./data/figs_2/f0535_08.png,L
./data/figs_2/s0546_03.png,R
./data/figs_2/f0544_10.png,W
./data/figs_2/s0577_06.png,A
./data/figs_2/s0720_02.png,L
./data/figs_2/s0556_08.png,L
./data/figs_2/f0688_09.png,T
./data/figs_2/s0502_02.png,W
./data/figs_2/f0741_03.png,T
./data/figs_2/f0609_01.png,A
./data/figs_2/s0657_06.png,W
./data/figs_2/f0655_01.png,R
./data/figs_2/s0656_06.png,L
./data/figs_2/f0676_02.png,T
./data/figs_2/f0590_08.png,L
./data/figs_2/s0662_06.png,W
./data/figs_2/f0545_02.png,W
./data/figs_2/s0603_02.png,R
./data/figs_2/f0570_07.png,W
./data/figs_2/s0570_07.png,W
./data/figs_2/f0634_09.png,L
./data/figs_2/f0726_06.png,A
./data/figs_2/s0740_05.png,R
./data/figs_2/s0623_09.png,L
./data/figs_2/s0557_04.png,A
./data/figs_2/f0648_07.png,T
./data/figs_2/s0725_09.png,L
./data/figs_2/f0644_02.png,W
./data/figs_2/f0677_01.png,A
./data/figs_2/f0637_08.png,A
./data/figs_2/s0514_10.png,L
./data/figs_2/s0592_10.png,A
./data/figs_2/s0631_04.png,W
./data/figs_2/s0544_10.png,W
./data/figs_2/f0549_10.png,A
./data/figs_2/s0736_08.png,A
./data/figs_2/s0564_05.png,R
./data/figs_2/s0593_07.png,T
./data/figs_2/s0731_02.png,T
./data/figs_2/s0659_10.png,T
./data/figs_2/s0527_09.png,A
./data/figs_2/s0664_03.png,R
./data/figs_2/s0571_02.png,T
./data/figs_2/s0568_07.png,T
./data/figs_2/s0578_02.png,A
./data/figs_2/s0583_02.png,R
./data/figs_2/s0525_02.png,W
./data/figs_2/f0548_01.png,A
./data/figs_2/s0610_04.png,T
./data/figs_2/s0501_06.png,W
./data/figs_2/s0744_08.png,T
./data/figs_2/s0589_04.png,R
./data/figs_2/s0621_01.png,R
./data/figs_2/s0711_08.png,A
./data/figs_2/s0692_02.png,T
./data/figs_2/f0504_05.png,R
./data/figs_2/s0671_01.png,R
./data/figs_2/f0681_08.png,A
./data/figs_2/f0693_03.png,T
./data/figs_2/f0502_02.png,W
./data/figs_2/f0567_06.png,A
./data/figs_2/s0548_01.png,A
./data/figs_2/f0597_10.png,L
./data/figs_2/f0628_04.png,W
./data/figs_2/s0562_08.png,W
./data/figs_2/s0658_09.png,W
./data/figs_2/f0558_01.png,A
./data/figs_2/s0549_10.png,A
./data/figs_2/f0746_10.png,T
./data/figs_2/f0537_09.png,T
./data/figs_2/s0729_04.png,A
./data/figs_2/s0688_09.png,T
./data/figs_2/s0645_08.png,L
./data/figs_2/f0538_07.png,A
./data/figs_2/f0736_08.png,A
./data/figs_2/f0561_08.png,T
./data/figs_2/f0646_09.png,L
./data/figs_2/f0595_08.png,T
./data/figs_2/f0578_02.png,A
./data/figs_2/f0683_04.png,W
./data/figs_2/f0658_09.png,W
./data/figs_2/f0682_08.png,W
./data/figs_2/s0738_09.png,W
./data/figs_2/s0647_01.png,R
./data/figs_2/s0604_01.png,A
./data/figs_2/f0722_04.png,R
./data/figs_2/f0642_02.png,A
./data/figs_2/s0700_06.png,A
./data/figs_2/s0677_01.png,A
./data/figs_2/f0679_03.png,A
./data/figs_2/f0556_08.png,L
./data/figs_2/s0520_09.png,W
./data/figs_2/f0702_08.png,T
./data/figs_2/s0552_07.png,A
./data/figs_2/s0698_08.png,T
./data/figs_2/s0680_04.png,W
./data/figs_2/f0574_09.png,T
./data/figs_2/s0576_08.png,L
./data/figs_2/f0635_10.png,T
./data/figs_2/f0521_08.png,L
./data/figs_2/s0608_01.png,R
./data/figs_2/s0673_03.png,W
./data/figs_2/f0613_05.png,A
./data/figs_2/s0600_04.png,W
./data/figs_2/s0634_09.png,L
./data/figs_2/s0521_08.png,L
./data/figs_2/s0639_07.png,A
./data/figs_2/s0607_04.png,R
./data/figs_2/s0689_03.png,R
./data/figs_2/f0697_07.png,T
./data/figs_2/f0664_03.png,R
./data/figs_2/s0749_06.png,L
./data/figs_2/f0626_07.png,R
./data/figs_2/f0735_01.png,A
./data/figs_2/s0596_04.png,R
./data/figs_2/f0673_03.png,W
./data/figs_2/s0627_04.png,R
./data/figs_2/f0701_05.png,R
./data/figs_2/f0671_01.png,R
./data/figs_2/s0536_02.png,W
./data/figs_2/f0687_01.png,R
./data/figs_2/f0614_07.png,T
./data/figs_5/s1385_06.png,W
./data/figs_5/f1361_10.png,L
./data/figs_5/s1377_08.png,W
./data/figs_5/s1444_01.png,W
./data/figs_5/s1318_05.png,A
./data/figs_5/s1264_05.png,R
./data/figs_5/f1301_05.png,R
./data/figs_5/s1280_04.png,A
./data/figs_5/f1380_02.png,T
./data/figs_5/f1310_09.png,L
./data/figs_5/s1286_04.png,A
./data/figs_5/s1453_07.png,W
./data/figs_5/s1272_01.png,A
./data/figs_5/s1301_05.png,R
./data/figs_5/s1495_10.png,A
./data/figs_5/s1266_08.png,L
./data/figs_5/f1459_09.png,W
./data/figs_5/s1430_05.png,R
./data/figs_5/s1295_07.png,L
./data/figs_5/s1303_10.png,A
./data/figs_5/s1337_02.png,A
./data/figs_5/s1326_07.png,T
./data/figs_5/f1492_09.png,L
./data/figs_5/f1417_02.png,R
./data/figs_5/f1323_03.png,T
./data/figs_5/s1487_04.png,A
./data/figs_5/s1342_03.png,R
./data/figs_5/f1287_02.png,W
./data/figs_5/f1409_06.png,L
./data/figs_5/f1371_08.png,T
./data/figs_5/f1325_03.png,R
./data/figs_5/s1468_09.png,A
./data/figs_5/s1388_08.png,A
./data/figs_5/s1365_07.png,A
./data/figs_5/s1464_10.png,L
./data/figs_5/f1317_07.png,T
./data/figs_5/f1296_07.png,A
./data/figs_5/f1322_09.png,L
./data/figs_5/f1353_07.png,W
./data/figs_5/f1419_05.png,R
./data/figs_5/f1429_06.png,L
./data/figs_5/s1334_08.png,L
./data/figs_5/f1498_03.png,T
./data/figs_5/f1413_07.png,T
./data/figs_5/s1325_03.png,R
./data/figs_5/f1260_04.png,W
./data/figs_5/s1299_07.png,T
./data/figs_5/f1451_06.png,L
./data/figs_5/f1463_02.png,T
./data/figs_5/s1289_09.png,W
./data/figs_5/f1440_05.png,R
./data/figs_5/s1358_09.png,L
./data/figs_5/f1378_08.png,L
./data/figs_5/f1439_01.png,R
